locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_02319	CDS	1194	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
MMFJJJCJ_02320	CDS	1194				hypothetical protein
MMFJJJCJ_02321	CDS	147				hypothetical protein
MMFJJJCJ_02322	CDS	216				hypothetical protein
MMFJJJCJ_02323	CDS	459				Thioredoxin-like reductase
MMFJJJCJ_02324	CDS	261				hypothetical protein
MMFJJJCJ_02325	CDS	1257	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MMFJJJCJ_02326	CDS	726	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MMFJJJCJ_02327	CDS	1263				hypothetical protein
MMFJJJCJ_02328	CDS	564				hypothetical protein
MMFJJJCJ_02329	CDS	951				hypothetical protein
MMFJJJCJ_02330	CDS	1164				hypothetical protein
MMFJJJCJ_02331	CDS	1188		1.14.-.-		Cytochrome P450 165B3
MMFJJJCJ_02332	CDS	984		1.14.-.-		Cytochrome P450 165C4
MMFJJJCJ_02333	CDS	876	lgrD_1			Linear gramicidin synthase subunit D
MMFJJJCJ_02334	CDS	195	mbtH_2		COG3251	Protein MbtH
MMFJJJCJ_02335	CDS	1230	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_02336	CDS	654	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
MMFJJJCJ_02337	CDS	699	hpgT_1	2.6.1.103		(S)-3,5-dihydroxyphenylglycine transaminase
MMFJJJCJ_02338	CDS	159				hypothetical protein
MMFJJJCJ_02339	CDS	156	hpgT_2	2.6.1.103		(S)-3,5-dihydroxyphenylglycine transaminase
MMFJJJCJ_02340	CDS	345				hypothetical protein
MMFJJJCJ_02341	CDS	351				hypothetical protein
MMFJJJCJ_02342	CDS	279				ISL3 family transposase ISAar30
MMFJJJCJ_02343	CDS	621	liaR_3		COG2197	Transcriptional regulatory protein LiaR
MMFJJJCJ_02344	CDS	1347				hypothetical protein
MMFJJJCJ_02345	CDS	765				hypothetical protein
MMFJJJCJ_02346	CDS	936	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
MMFJJJCJ_02347	CDS	972				hypothetical protein
MMFJJJCJ_02348	CDS	609		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
MMFJJJCJ_02349	CDS	756				hypothetical protein
MMFJJJCJ_02350	CDS	1839	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MMFJJJCJ_02351	CDS	1053				hypothetical protein
MMFJJJCJ_02352	CDS	186				hypothetical protein
MMFJJJCJ_02353	CDS	660				hypothetical protein
MMFJJJCJ_02354	CDS	948	ispH2_2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
MMFJJJCJ_02355	CDS	1158	ispG_2	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MMFJJJCJ_02356	CDS	633				hypothetical protein
MMFJJJCJ_02357	CDS	1548	qacA_6		COG0477	Antiseptic resistance protein
MMFJJJCJ_02358	CDS	1485				hypothetical protein
MMFJJJCJ_02359	CDS	903		2.5.1.123		Flaviolin linalyltransferase
MMFJJJCJ_02360	CDS	1569				hypothetical protein
MMFJJJCJ_02361	CDS	657	uppS	2.5.1.-	COG0020	Isoprenyl transferase
MMFJJJCJ_02362	CDS	930	ppzP	2.5.1.121		5,10-dihydrophenazine-1-carboxylate 9-dimethylallyltransferase
MMFJJJCJ_02363	CDS	1134	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
MMFJJJCJ_02364	CDS	1587	fcbA2	6.2.1.33		4-chlorobenzoate--CoA ligase
MMFJJJCJ_02365	CDS	1143	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MMFJJJCJ_02366	CDS	558				hypothetical protein
MMFJJJCJ_02367	CDS	1068		2.3.1.233	COG3424	1,3,6,8-tetrahydroxynaphthalene synthase
MMFJJJCJ_02368	CDS	729				hypothetical protein
MMFJJJCJ_02369	CDS	1704	aes_2	3.1.1.-		Acetyl esterase
MMFJJJCJ_02370	CDS	90				hypothetical protein
MMFJJJCJ_02371	CDS	1464	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
MMFJJJCJ_02372	CDS	606				hypothetical protein
MMFJJJCJ_02373	CDS	354				hypothetical protein
MMFJJJCJ_02374	CDS	1152		3.4.21.-		Extracellular serine proteinase
MMFJJJCJ_02375	CDS	1605	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MMFJJJCJ_02376	CDS	723		2.3.2.21		Cyclo(L-tyrosyl-L-tyrosyl) synthase
MMFJJJCJ_02377	CDS	726	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MMFJJJCJ_02378	CDS	156				hypothetical protein
MMFJJJCJ_02379	CDS	1446	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MMFJJJCJ_02380	CDS	705		2.4.2.-	COG2071	Putative glutamine amidotransferase
MMFJJJCJ_02381	CDS	702	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
MMFJJJCJ_02382	CDS	1398	glnT	6.3.1.2	COG0174	Glutamine synthetase
MMFJJJCJ_02383	CDS	1179	camA_1	1.18.1.5		Putidaredoxin reductase CamA
MMFJJJCJ_02384	CDS	189	subB_1			Ferredoxin-2
MMFJJJCJ_02385	CDS	1176	mycG_3	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
MMFJJJCJ_02386	CDS	1518	potE			Putrescine transporter PotE
MMFJJJCJ_02387	CDS	753	lutR_2		COG2186	HTH-type transcriptional regulator LutR
MMFJJJCJ_02388	CDS	735				hypothetical protein
MMFJJJCJ_02389	CDS	642	glaR_1		COG1802	HTH-type transcriptional repressor GlaR
MMFJJJCJ_02390	CDS	753	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MMFJJJCJ_02391	CDS	903				hypothetical protein
MMFJJJCJ_02392	CDS	495				hypothetical protein
MMFJJJCJ_02393	CDS	963	nphR_1			Transcriptional activator NphR
MMFJJJCJ_02394	CDS	1257	eis_1	2.3.1.-	COG4552	N-acetyltransferase Eis
MMFJJJCJ_02395	CDS	1011	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MMFJJJCJ_02396	CDS	1260				hypothetical protein
MMFJJJCJ_02397	CDS	339				hypothetical protein
MMFJJJCJ_02398	CDS	486				hypothetical protein
MMFJJJCJ_02399	CDS	1176		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
MMFJJJCJ_02400	CDS	888				hypothetical protein
MMFJJJCJ_02401	CDS	789				hypothetical protein
MMFJJJCJ_02402	CDS	432				hypothetical protein
MMFJJJCJ_02403	CDS	195				hypothetical protein
MMFJJJCJ_02404	CDS	372				hypothetical protein
MMFJJJCJ_02405	CDS	534				hypothetical protein
MMFJJJCJ_02406	CDS	1026				hypothetical protein
MMFJJJCJ_02407	CDS	303				hypothetical protein
MMFJJJCJ_02408	CDS	921				hypothetical protein
MMFJJJCJ_02409	CDS	1038				hypothetical protein
MMFJJJCJ_02410	CDS	996				hypothetical protein
MMFJJJCJ_02411	CDS	300				hypothetical protein
MMFJJJCJ_02412	CDS	1155				hypothetical protein
MMFJJJCJ_02413	CDS	1374				hypothetical protein
MMFJJJCJ_02414	CDS	2007	murJ_1			lipid II flippase MurJ
MMFJJJCJ_02415	CDS	714				hypothetical protein
MMFJJJCJ_02416	CDS	1146	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MMFJJJCJ_02417	CDS	657				hypothetical protein
MMFJJJCJ_02418	CDS	1161				hypothetical protein
MMFJJJCJ_02419	CDS	1143	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
MMFJJJCJ_02420	CDS	1710				hypothetical protein
MMFJJJCJ_02421	CDS	1233				hypothetical protein
MMFJJJCJ_02422	CDS	1239		1.18.1.2		Ferredoxin--NADP reductase
MMFJJJCJ_02423	CDS	534				hypothetical protein
MMFJJJCJ_02424	CDS	294				hypothetical protein
MMFJJJCJ_02425	CDS	909				hypothetical protein
MMFJJJCJ_02426	CDS	738	sigF_2		COG1191	RNA polymerase sigma factor SigF
MMFJJJCJ_02427	CDS	378				hypothetical protein
MMFJJJCJ_02428	tRNA	94				tRNA-Ser(gct)
MMFJJJCJ_02429	CDS	1605				hypothetical protein
MMFJJJCJ_02430	CDS	357				hypothetical protein
MMFJJJCJ_02431	CDS	1938				hypothetical protein
MMFJJJCJ_02432	CDS	906				hypothetical protein
MMFJJJCJ_02433	CDS	300				hypothetical protein
MMFJJJCJ_02434	CDS	276				hypothetical protein
MMFJJJCJ_02435	CDS	1230				hypothetical protein
MMFJJJCJ_02436	CDS	660	vraR_2			Response regulator protein VraR
MMFJJJCJ_02437	CDS	1269				hypothetical protein
MMFJJJCJ_02438	CDS	1248				hypothetical protein
MMFJJJCJ_02439	CDS	618	comR_1			HTH-type transcriptional repressor ComR
MMFJJJCJ_02440	CDS	774	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
MMFJJJCJ_02441	CDS	963				hypothetical protein
MMFJJJCJ_02442	CDS	1386	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
MMFJJJCJ_02443	CDS	534				hypothetical protein
MMFJJJCJ_02444	CDS	2484	dnaK_2			Chaperone protein DnaK
MMFJJJCJ_02445	CDS	804				hypothetical protein
MMFJJJCJ_02446	CDS	1512				hypothetical protein
MMFJJJCJ_02447	CDS	936				hypothetical protein
MMFJJJCJ_02448	CDS	171				hypothetical protein
MMFJJJCJ_02449	CDS	402	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
MMFJJJCJ_02450	CDS	147				hypothetical protein
MMFJJJCJ_02451	CDS	675		3.8.1.2		2-haloalkanoic acid dehalogenase
MMFJJJCJ_02452	CDS	225				hypothetical protein
MMFJJJCJ_02453	CDS	1362	lpd_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MMFJJJCJ_02454	CDS	717				hypothetical protein
MMFJJJCJ_02455	CDS	861	moaA_1			GTP 3',8-cyclase
MMFJJJCJ_02456	CDS	273				hypothetical protein
MMFJJJCJ_02457	CDS	792	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_02458	CDS	168				hypothetical protein
MMFJJJCJ_02459	CDS	720				hypothetical protein
MMFJJJCJ_02460	CDS	525	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
MMFJJJCJ_02461	CDS	495				hypothetical protein
MMFJJJCJ_02462	CDS	744				hypothetical protein
MMFJJJCJ_02463	CDS	234				hypothetical protein
MMFJJJCJ_02464	CDS	228				hypothetical protein
MMFJJJCJ_02465	CDS	138				hypothetical protein
MMFJJJCJ_02466	CDS	399				hypothetical protein
MMFJJJCJ_02467	CDS	1491	dauA		COG0659	C4-dicarboxylic acid transporter DauA
MMFJJJCJ_02468	CDS	1644	prfC			Peptide chain release factor 3
MMFJJJCJ_02469	CDS	450				hypothetical protein
MMFJJJCJ_02470	CDS	789	pstP_1	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
MMFJJJCJ_02471	CDS	966				hypothetical protein
MMFJJJCJ_02472	CDS	132				hypothetical protein
MMFJJJCJ_02473	CDS	273				hypothetical protein
MMFJJJCJ_02474	CDS	816	tgnD_1	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
MMFJJJCJ_02475	CDS	477				hypothetical protein
MMFJJJCJ_02476	CDS	660				hypothetical protein
MMFJJJCJ_02477	CDS	597				hypothetical protein
MMFJJJCJ_02478	CDS	561				hypothetical protein
MMFJJJCJ_02479	CDS	1524				hypothetical protein
MMFJJJCJ_02480	CDS	177				hypothetical protein
MMFJJJCJ_02481	CDS	621				hypothetical protein
MMFJJJCJ_02482	CDS	612				hypothetical protein
MMFJJJCJ_02483	CDS	762				hypothetical protein
MMFJJJCJ_02484	CDS	108				hypothetical protein
MMFJJJCJ_02485	CDS	129				hypothetical protein
MMFJJJCJ_02486	CDS	141				hypothetical protein
MMFJJJCJ_02487	CDS	672				hypothetical protein
MMFJJJCJ_02488	CDS	1158	alr_1	5.1.1.1	COG0787	Alanine racemase
MMFJJJCJ_02489	CDS	153				hypothetical protein
MMFJJJCJ_02490	CDS	1185				hypothetical protein
MMFJJJCJ_02491	CDS	927				hypothetical protein
MMFJJJCJ_02492	CDS	1137	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MMFJJJCJ_02493	CDS	327				hypothetical protein
MMFJJJCJ_02494	CDS	2856				hypothetical protein
MMFJJJCJ_02495	CDS	1104	citA	2.3.3.16	COG0372	Putative citrate synthase 2
MMFJJJCJ_02496	CDS	723	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MMFJJJCJ_02497	CDS	1308	entS_3		COG0477	Enterobactin exporter EntS
MMFJJJCJ_02498	CDS	702	ideR_1		COG1321	Iron-dependent repressor IdeR
MMFJJJCJ_02499	CDS	2268				hypothetical protein
MMFJJJCJ_02500	CDS	996	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
MMFJJJCJ_02501	CDS	801	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_02502	CDS	162				hypothetical protein
MMFJJJCJ_02503	CDS	357				hypothetical protein
MMFJJJCJ_02504	CDS	1986	mdtD_2			Putative multidrug resistance protein MdtD
MMFJJJCJ_02505	CDS	1146	fadA5_2	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
MMFJJJCJ_02506	CDS	795	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MMFJJJCJ_02507	CDS	438				18 kDa heat shock protein
MMFJJJCJ_02508	CDS	336				hypothetical protein
MMFJJJCJ_02509	CDS	762	iclR_1		COG1414	Transcriptional repressor IclR
MMFJJJCJ_02510	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
MMFJJJCJ_02511	CDS	666	lipM_1	2.3.1.181		Octanoyltransferase LipM
MMFJJJCJ_02512	CDS	819				hypothetical protein
MMFJJJCJ_02513	CDS	2853				hypothetical protein
MMFJJJCJ_02514	CDS	1017	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MMFJJJCJ_02515	CDS	1728	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
MMFJJJCJ_02516	CDS	816				hypothetical protein
MMFJJJCJ_02517	CDS	948	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
MMFJJJCJ_02518	CDS	1431	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
MMFJJJCJ_02519	CDS	858	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MMFJJJCJ_02520	CDS	987				hypothetical protein
MMFJJJCJ_02521	CDS	246				putative protein
MMFJJJCJ_02522	CDS	1746	argS_2	6.1.1.19	COG0018	Arginine--tRNA ligase
MMFJJJCJ_02523	CDS	2343	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
MMFJJJCJ_02524	CDS	1113	plsX	2.3.1.274		Phosphate acyltransferase
MMFJJJCJ_02525	CDS	387				hypothetical protein
MMFJJJCJ_02526	CDS	363				hypothetical protein
MMFJJJCJ_02527	CDS	849	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
MMFJJJCJ_02528	CDS	678				hypothetical protein
MMFJJJCJ_02529	CDS	1317				hypothetical protein
MMFJJJCJ_02530	CDS	978				hypothetical protein
MMFJJJCJ_02531	CDS	522				hypothetical protein
MMFJJJCJ_02532	CDS	873	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
MMFJJJCJ_02533	CDS	954				hypothetical protein
MMFJJJCJ_02534	CDS	1083	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MMFJJJCJ_02535	CDS	1395				hypothetical protein
MMFJJJCJ_02536	CDS	819	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MMFJJJCJ_02537	CDS	975				hypothetical protein
MMFJJJCJ_02538	CDS	1599				hypothetical protein
MMFJJJCJ_02539	CDS	1227		1.14.-.-	COG2124	Putative cytochrome P450 126
MMFJJJCJ_02540	CDS	447				hypothetical protein
MMFJJJCJ_02541	CDS	222				hypothetical protein
MMFJJJCJ_02542	CDS	624				hypothetical protein
MMFJJJCJ_02543	CDS	783	adc_1	4.1.1.4		acetoacetate decarboxylase
MMFJJJCJ_02544	CDS	867		1.-.-.-		putative oxidoreductase
MMFJJJCJ_02545	CDS	1296				hypothetical protein
MMFJJJCJ_02546	CDS	1212				hypothetical protein
MMFJJJCJ_02547	CDS	906				hypothetical protein
MMFJJJCJ_02548	CDS	855				hypothetical protein
MMFJJJCJ_02549	CDS	240				hypothetical protein
MMFJJJCJ_02550	CDS	537				hypothetical protein
MMFJJJCJ_02551	CDS	1278	dap_4	3.4.11.19		D-aminopeptidase
MMFJJJCJ_02552	CDS	930				hypothetical protein
MMFJJJCJ_02553	CDS	528				hypothetical protein
MMFJJJCJ_02554	CDS	507				hypothetical protein
MMFJJJCJ_02555	CDS	360				hypothetical protein
MMFJJJCJ_02556	CDS	351				hypothetical protein
MMFJJJCJ_02557	CDS	1644	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
MMFJJJCJ_02558	CDS	1698	proS_1	6.1.1.15		Proline--tRNA ligase
MMFJJJCJ_02559	CDS	414				hypothetical protein
MMFJJJCJ_02560	CDS	1434	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
MMFJJJCJ_02561	CDS	507				hypothetical protein
MMFJJJCJ_02562	CDS	1959				hypothetical protein
MMFJJJCJ_02563	CDS	927				hypothetical protein
MMFJJJCJ_02564	CDS	408	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MMFJJJCJ_02565	CDS	408	sti_1			subtilase-type protease inhibitor
MMFJJJCJ_02566	CDS	588	sigR_2		COG1595	ECF RNA polymerase sigma factor SigR
MMFJJJCJ_02567	CDS	3204				hypothetical protein
MMFJJJCJ_02568	CDS	2451				hypothetical protein
MMFJJJCJ_02569	CDS	909				hypothetical protein
MMFJJJCJ_02570	CDS	1968				hypothetical protein
MMFJJJCJ_02571	CDS	867				hypothetical protein
MMFJJJCJ_02572	CDS	744				hypothetical protein
MMFJJJCJ_02573	CDS	606				hypothetical protein
MMFJJJCJ_02574	CDS	516				hypothetical protein
MMFJJJCJ_02575	CDS	354				hypothetical protein
MMFJJJCJ_02576	CDS	318				hypothetical protein
MMFJJJCJ_02577	CDS	180				hypothetical protein
MMFJJJCJ_02578	CDS	183				hypothetical protein
MMFJJJCJ_02579	CDS	1953				hypothetical protein
MMFJJJCJ_02580	CDS	813				hypothetical protein
MMFJJJCJ_02581	CDS	783				hypothetical protein
MMFJJJCJ_02582	CDS	1176	rbn_2	3.1.26.11		Ribonuclease BN
MMFJJJCJ_02583	CDS	456		1.-.-.-		F420H(2)-dependent reductase
MMFJJJCJ_02584	CDS	897				hypothetical protein
MMFJJJCJ_02585	CDS	744				hypothetical protein
MMFJJJCJ_02586	CDS	804				hypothetical protein
MMFJJJCJ_02587	CDS	249				hypothetical protein
MMFJJJCJ_02588	CDS	582				hypothetical protein
MMFJJJCJ_02589	CDS	582	inhA_1	4.2.1.103		Isonitrile hydratase
MMFJJJCJ_02590	CDS	414				hypothetical protein
MMFJJJCJ_02591	CDS	513				hypothetical protein
MMFJJJCJ_02592	CDS	456				hypothetical protein
MMFJJJCJ_02593	CDS	1539	bmr3_2			Multidrug resistance protein 3
MMFJJJCJ_02594	CDS	768				hypothetical protein
MMFJJJCJ_02595	CDS	924	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MMFJJJCJ_02596	CDS	666	liaR_4		COG2197	Transcriptional regulatory protein LiaR
MMFJJJCJ_02597	CDS	1119				hypothetical protein
MMFJJJCJ_02598	CDS	1548	tap_5	3.4.14.-		Tripeptidyl aminopeptidase
MMFJJJCJ_02599	CDS	1200	ldtB_3	2.3.2.-	COG1376	L,D-transpeptidase 2
MMFJJJCJ_02600	CDS	597				hypothetical protein
MMFJJJCJ_02601	CDS	780	pgl_2	3.1.1.31	COG0363	6-phosphogluconolactonase
MMFJJJCJ_02602	CDS	1032				hypothetical protein
MMFJJJCJ_02603	CDS	1527	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
MMFJJJCJ_02604	CDS	1701				hypothetical protein
MMFJJJCJ_02605	CDS	1740	pgi_2	5.3.1.9		Glucose-6-phosphate isomerase
MMFJJJCJ_02606	CDS	1668	pgi_3	5.3.1.9		Glucose-6-phosphate isomerase
MMFJJJCJ_02607	CDS	1116	tal_1	2.2.1.2	COG0176	Transaldolase
MMFJJJCJ_02608	CDS	2124	tkt	2.2.1.1	COG0021	Transketolase
MMFJJJCJ_02609	CDS	990	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MMFJJJCJ_02610	CDS	204				hypothetical protein
MMFJJJCJ_02611	CDS	1029	ctaA	1.3.-.-		Heme A synthase
MMFJJJCJ_02612	CDS	1719	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
MMFJJJCJ_02613	CDS	900	prcB_1	3.4.25.1	COG0638	Proteasome subunit beta
MMFJJJCJ_02614	CDS	936	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
MMFJJJCJ_02615	CDS	774				hypothetical protein
MMFJJJCJ_02616	CDS	945	drrA_4	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MMFJJJCJ_02617	CDS	1356	adiC		COG0531	Arginine/agmatine antiporter
MMFJJJCJ_02618	CDS	1242	arcA_1	3.5.3.6	COG2235	Arginine deiminase
MMFJJJCJ_02619	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
MMFJJJCJ_02620	CDS	1494	yhdG_2		COG0531	putative amino acid permease YhdG
MMFJJJCJ_02621	CDS	909			COG0589	Universal stress protein
MMFJJJCJ_02622	CDS	804				hypothetical protein
MMFJJJCJ_02623	CDS	1413				hypothetical protein
MMFJJJCJ_02624	CDS	1125				hypothetical protein
MMFJJJCJ_02625	CDS	321	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
MMFJJJCJ_02626	CDS	765	sufC		COG0396	Vegetative protein 296
MMFJJJCJ_02627	CDS	1263	csd_1	2.8.1.7	COG0520	putative cysteine desulfurase
MMFJJJCJ_02628	CDS	459	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
MMFJJJCJ_02629	CDS	363				hypothetical protein
MMFJJJCJ_02630	CDS	582				hypothetical protein
MMFJJJCJ_02631	CDS	582				hypothetical protein
MMFJJJCJ_02632	CDS	1209				hypothetical protein
MMFJJJCJ_02633	CDS	681	lnrK_3		COG2197	Transcriptional regulatory protein LnrK
MMFJJJCJ_02634	CDS	1101				hypothetical protein
MMFJJJCJ_02635	CDS	396				hypothetical protein
MMFJJJCJ_02636	CDS	675				hypothetical protein
MMFJJJCJ_02637	CDS	609				hypothetical protein
MMFJJJCJ_02638	CDS	654				hypothetical protein
MMFJJJCJ_02639	CDS	750				hypothetical protein
MMFJJJCJ_02640	CDS	777			COG3324	Putative glyoxylase CFP32
MMFJJJCJ_02641	CDS	1599	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MMFJJJCJ_02642	CDS	213				hypothetical protein
MMFJJJCJ_02643	CDS	783	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MMFJJJCJ_02644	CDS	1884	pepX_2	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
MMFJJJCJ_02645	CDS	1905			COG1132	putative ABC transporter ATP-binding protein
MMFJJJCJ_02646	CDS	153				hypothetical protein
MMFJJJCJ_02647	CDS	945				hypothetical protein
MMFJJJCJ_02648	CDS	801	cobB_3	2.3.1.286	COG0846	NAD-dependent protein deacetylase
MMFJJJCJ_02649	CDS	1026	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
MMFJJJCJ_02650	CDS	891				hypothetical protein
MMFJJJCJ_02651	CDS	1602	phoD_4	3.1.3.1	COG3540	Alkaline phosphatase D
MMFJJJCJ_02652	CDS	660				hypothetical protein
MMFJJJCJ_02653	CDS	1458	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MMFJJJCJ_02654	CDS	438	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MMFJJJCJ_02655	CDS	1779	ephD_1	1.-.-.-	COG1028	putative oxidoreductase EphD
MMFJJJCJ_02656	CDS	837				hypothetical protein
MMFJJJCJ_02657	CDS	936				hypothetical protein
MMFJJJCJ_02658	CDS	813	fdhD		COG1526	Sulfur carrier protein FdhD
MMFJJJCJ_02659	CDS	627				hypothetical protein
MMFJJJCJ_02660	CDS	183				hypothetical protein
MMFJJJCJ_02661	CDS	882				hypothetical protein
MMFJJJCJ_02662	CDS	1821		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
MMFJJJCJ_02663	CDS	1011	selD	2.7.9.3	COG0709	Selenide, water dikinase
MMFJJJCJ_02664	CDS	3465	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
MMFJJJCJ_02665	CDS	186				hypothetical protein
MMFJJJCJ_02666	CDS	825				hypothetical protein
MMFJJJCJ_02667	CDS	720				hypothetical protein
MMFJJJCJ_02668	CDS	972	ccr_1	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
MMFJJJCJ_02669	CDS	792	glnQ_2			Glutamine transport ATP-binding protein GlnQ
MMFJJJCJ_02670	CDS	975				hypothetical protein
MMFJJJCJ_02671	CDS	918	fliY_1		COG0834	L-cystine-binding protein FliY
MMFJJJCJ_02672	CDS	1191		1.1.1.38		NAD-dependent malic enzyme
MMFJJJCJ_02673	CDS	618				hypothetical protein
MMFJJJCJ_02674	CDS	444				hypothetical protein
MMFJJJCJ_02675	CDS	435	sodN	1.15.1.1		Superoxide dismutase [Ni]
MMFJJJCJ_02676	CDS	1239	gudD	4.2.1.40	COG4948	Glucarate dehydratase
MMFJJJCJ_02677	CDS	3141				hypothetical protein
MMFJJJCJ_02678	CDS	822				hypothetical protein
MMFJJJCJ_02679	CDS	963	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
MMFJJJCJ_02680	CDS	1275				hypothetical protein
MMFJJJCJ_02681	CDS	693	lutR_3		COG2186	HTH-type transcriptional regulator LutR
MMFJJJCJ_02682	CDS	924	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
MMFJJJCJ_02683	CDS	1251				hypothetical protein
MMFJJJCJ_02684	CDS	798	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MMFJJJCJ_02685	CDS	1062				hypothetical protein
MMFJJJCJ_02686	CDS	768	ectD_1	1.14.11.55		Ectoine dioxygenase
MMFJJJCJ_02687	CDS	939	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
MMFJJJCJ_02688	CDS	453	rsbW_2	2.7.11.1		Serine-protein kinase RsbW
MMFJJJCJ_02689	CDS	816	sigF_3		COG1191	RNA polymerase sigma factor SigF
MMFJJJCJ_02690	CDS	435				hypothetical protein
MMFJJJCJ_02691	CDS	942	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
